No.,Kode,I01_D1.1_A1,I02_D1.1_A1,I03_D1.1_A1,I04_D1.1_A1,I05_D1.1_A1,I06_D1.1_A1,I07_D1.1_A1,I08_D1.1_A1,I09_D1.1_A1,I10_D1.1_A1,I11_D2.1_A2,I12_D2.1_A2,I13_D2.1_A2,I14_D2.1_A2,I15_D2.2_A3,I16_D2.2_A3,I17_D2.2_A3,I18_D2.2_A3,I19_D2.3_A4,I20_D2.3_A4,I21_D3.1_A5,I22_D3.1_A5,I23_D3.1_A5,I24_D3.1_A5,I25_D3.1_A5,I26_D3.1_A5,I27_D3.1_A5,I28_D3.1_A5,I29_D3.2_A6,I30_D3.2_A6,I31_D3.2_A6,I32_D4.1_A7,I33_D4.1_A7,I34_D4.1_A7,I35_D4.1_A7,I36_D4.1_A7,I37_D4.1_A7,I38_D4.1_A7,I39_D4.1_A7,I40_D4.1_A7,I41_D4.1_A7,I42_D4.2_A8,I43_D4.2_A8,I44_D4.2_A8,I45_D4.2_A8,I46_D4.2_A8,I47_D4.2_A8,Domain 1,Domain 2,Domain 3,Domain 4,Indeks
1,1010,3,3,5,3,3,3,3,5,3,3,1,1,3,3,3,3,3,3,4,3,1,1,1,1,3,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,3.4,2.7,1.18,3.74,3.01
2,1020,5,5,4,3,3,3,3,1,3,3,2,3,4,4,3,4,4,3,4,3,3,2,2,3,3,3,3,3,3,3,4,4,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,3.3,3.4,2.91,4.32,3.72
3,1030,3,3,4,3,3,3,3,3,3,3,2,3,2,2,1,4,3,2,2,2,3,1,2,2,2,1,1,2,3,3,2,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,3,3.1,2.3,2,4.01,3.13
4,1040,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,4,3,2,3,3,3,2,3,3,3,2,2,3,3,3,3,4,4,4,4,4,4,4,3,3,3,4,4,4,3,3,4,3.1,3.1,2.73,3.69,3.31
5,2000,5,5,5,4,5,5,5,5,5,5,4,4,4,4,5,5,5,3,4,4,3,3,4,3,4,3,4,4,3,3,3,4,4,4,4,4,4,4,3,4,5,4,4,4,5,5,4,4.9,4.2,3.36,4.13,4.12
6,2010,4,4,5,4,4,3,4,3,3,5,3,3,3,3,3,4,3,3,4,4,4,4,2,3,3,2,2,3,3,3,2,4,4,4,4,4,4,4,3,4,3,4,2,4,5,4,3,3.9,3.3,2.82,3.75,3.5
7,2040,5,5,5,5,5,5,5,5,5,5,4,4,5,3,4,4,4,4,5,4,5,4,4,4,4,4,4,4,3,3,3,4,5,5,5,5,5,5,4,3,5,4,5,4,5,5,5,5,4.1,3.82,4.63,4.41
8,2050,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,2,2,2,3,3,3,3,3,3,2,3,2,2,3,5,5,4,4,4,4,4,3,5,4,4,5,5,5,5,3,3,2.4,2.73,4.32,3.41
9,2060,4,4,4,4,4,4,4,4,4,5,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,5,4,5,4,4,5,5,3,4.1,3.7,3.82,4.13,3.97
10,2100,5,5,5,5,5,5,5,5,5,5,2,2,3,2,3,3,3,3,5,1,1,4,2,1,1,2,3,3,3,3,2,4,4,4,4,3,4,4,3,4,3,4,4,5,3,3,2,5,2.7,2.27,3.62,3.35
11,2120,5,5,5,5,2,2,2,3,3,5,3,3,5,5,5,3,3,3,4,4,4,4,3,3,3,2,3,3,3,3,3,4,4,4,5,4,4,4,5,4,5,4,4,4,5,4,4,3.7,3.8,3.09,4.25,3.87
12,3001,4,4,4,4,4,4,4,4,4,5,4,4,4,3,3,3,3,4,2,4,2,3,3,3,2,1,2,1,2,2,4,4,4,4,4,5,3,5,3,4,5,4,4,2,5,5,5,4.1,3.4,2.27,4.13,3.64
13,3002,1,2,3,5,1,1,1,1,1,4,4,2,5,3,5,5,5,1,5,4,1,1,1,1,2,2,1,1,1,1,1,4,3,5,4,5,3,3,3,3,4,4,3,5,5,5,5,2,3.9,1.18,4.02,3.26
14,3003,3,3,4,3,3,3,3,3,3,3,3,3,2,3,4,3,4,2,5,5,3,4,3,3,3,3,3,4,3,3,3,4,4,4,5,3,3,4,2,3,4,4,4,4,4,3,3,3.1,3.4,3.18,3.63,3.43
15,3004,2,5,3,5,5,2,5,5,3,3,3,3,5,3,5,5,5,2,3,5,2,2,2,3,3,3,2,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3.8,3.9,2.82,5,4.21
16,3005,5,5,5,4,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,4.9,4.7,4.18,4.74,4.66
17,3006,2,5,2,3,3,4,4,2,5,4,4,3,2,3,4,5,5,2,4,5,3,2,2,1,2,1,2,4,3,3,3,5,5,4,5,5,5,4,4,5,5,5,5,2,5,5,5,3.4,3.7,2.36,4.62,3.86
18,3008,4,4,4,5,5,5,5,5,5,5,4,2,4,5,3,4,4,2,3,4,1,1,1,1,1,1,1,1,3,3,1,4,4,4,4,4,5,4,5,5,4,4,4,2,5,4,2,4.7,3.5,1.36,3.98,3.52
19,3009,4,4,5,4,5,4,3,5,3,5,4,4,4,3,4,4,4,3,4,3,3,3,2,2,2,2,1,3,3,3,4,4,4,4,5,4,4,4,4,4,4,4,3,2,5,4,5,4.2,3.7,2.55,3.99,3.71
20,3010,3,3,3,3,3,3,3,3,4,5,1,2,5,5,5,4,5,4,5,3,3,3,2,2,3,2,2,2,3,3,3,4,4,5,4,4,4,5,4,5,5,5,4,5,5,5,5,3.3,3.9,2.55,4.57,3.9
21,3011,3,2,2,3,3,3,1,3,3,3,4,4,3,4,3,4,4,4,4,3,2,4,3,3,2,1,3,3,2,2,4,4,4,4,4,4,4,4,3,3,4,3,3,2,4,3,4,2.6,3.7,2.64,3.55,3.31
22,3012,3,3,4,5,4,5,3,2,2,3,2,3,2,4,3,4,4,5,5,1,2,3,2,2,2,2,2,2,3,3,2,4,5,5,4,5,5,3,3,3,2,5,5,5,4,5,5,3.4,3.3,2.27,4.27,3.58
23,3013,2,2,2,2,2,2,3,2,3,3,2,2,4,4,3,3,2,3,5,4,1,1,3,1,1,1,1,3,3,1,1,4,4,4,3,4,4,3,4,4,5,4,4,5,5,5,5,2.3,3.2,1.55,4.2,3.27
24,3014,4,2,3,3,1,1,1,1,3,3,1,1,5,3,4,4,3,4,2,1,1,2,2,1,2,1,1,3,2,1,3,4,4,4,4,5,4,3,3,3,3,4,3,5,5,5,3,2.2,2.8,1.73,3.88,3.04
25,3015,3,3,4,3,3,3,3,2,3,3,3,2,3,5,1,3,3,3,5,4,2,3,2,3,4,2,2,2,3,3,1,4,4,4,4,4,4,4,5,4,5,5,5,4,5,5,5,3,3.2,2.45,4.45,3.62
26,3016,2,3,3,2,3,4,4,2,3,4,3,3,3,1,3,4,4,5,2,3,2,2,2,2,2,3,2,4,2,2,1,5,4,4,4,5,5,4,3,5,4,4,5,5,5,5,5,3,3.1,2.18,4.51,3.58
27,3018,5,5,5,5,5,5,5,5,5,5,4,3,4,5,5,5,5,5,2,4,5,5,2,2,3,3,3,4,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.2,3.27,5,4.52
28,3019,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,5,5,4,5,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,5,5,5,4.4,3.18,4.14,4.16
29,3020,3,3,3,3,3,3,3,3,3,3,1,1,2,3,1,3,2,1,2,3,1,2,1,1,2,1,1,2,1,1,2,4,4,4,4,4,4,4,3,4,3,4,4,4,4,5,4,3,1.9,1.36,3.95,2.89
30,3021,4,4,5,5,5,5,5,4,4,4,3,3,5,3,5,4,3,4,2,3,1,1,1,1,1,1,1,1,3,2,1,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,4.5,3.5,1.27,4.7,3.81
31,3022,5,5,5,5,5,5,5,5,5,3,4,5,5,5,3,5,5,4,5,5,5,3,5,5,5,5,5,5,4,4,3,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,4.8,4.6,4.45,4.76,4.67
32,4001,3,3,3,3,3,3,3,2,3,5,3,3,4,2,4,3,4,3,5,3,2,2,2,2,3,2,1,3,2,2,2,4,4,4,5,5,4,4,4,4,5,5,2,4,3,3,3,3.1,3.4,2.09,3.92,3.38
33,4002,5,5,4,4,4,3,3,3,4,5,4,3,4,2,1,5,4,3,3,3,2,4,2,2,2,4,2,2,2,2,4,4,4,4,4,4,3,3,3,4,3,4,5,5,4,3,3,4,3.2,2.55,3.76,3.45
34,4003,4,4,4,5,3,3,4,5,4,5,4,4,3,4,4,5,4,4,5,4,4,4,4,3,3,3,3,3,4,3,3,4,4,4,4,4,5,5,4,4,4,5,4,4,1,4,4,4.1,4.1,3.36,3.99,3.93
35,4004,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,4,3,2,2,3,2,2,1,2,2,1,2,3,1,1,1,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,3,3,2.5,1.64,3.62,2.93
36,4006,3,3,3,4,5,5,5,3,3,4,3,3,3,3,4,4,4,4,4,3,3,3,3,2,3,2,2,3,3,3,4,4,4,4,4,4,4,4,4,2,4,4,4,5,4,3,3,3.8,3.5,2.82,3.81,3.57
37,4007,2,2,3,3,3,3,3,2,2,2,1,2,2,2,3,3,3,3,2,3,2,2,2,2,3,3,2,3,2,2,1,4,5,5,5,5,4,5,3,4,4,3,3,2,5,5,5,2.5,2.4,2.18,4.18,3.19
38,4008,5,5,3,3,3,3,3,3,3,3,4,3,4,2,4,3,3,3,4,3,4,4,2,3,3,4,4,3,1,1,3,4,4,3,4,4,4,4,4,4,4,4,4,4,5,5,5,3.4,3.3,2.91,4.14,3.63
39,4009,3,5,3,3,3,4,4,4,4,2,3,3,4,2,1,3,3,2,4,3,3,2,2,3,3,2,1,2,3,3,2,4,4,4,4,4,4,3,3,3,3,3,2,5,2,2,3,3.5,2.8,2.36,3.3,3.05
40,4010,3,3,5,5,5,5,5,5,5,5,3,3,5,5,5,3,5,3,3,1,3,5,3,3,4,4,1,3,3,3,4,4,4,4,5,5,4,5,3,4,4,4,3,5,5,3,5,4.6,3.6,3.27,4.19,3.94
41,4011,4,3,4,4,4,4,4,4,4,3,3,4,2,3,5,5,4,4,3,3,2,4,4,3,2,3,2,2,2,2,4,4,4,4,4,5,4,4,4,3,4,4,3,2,5,5,5,3.8,3.6,2.73,4,3.66
42,4012,5,5,5,5,5,5,4,5,5,5,3,3,3,5,4,5,3,3,4,5,4,4,5,3,4,4,3,3,3,3,5,4,4,4,5,4,4,4,3,5,5,5,5,5,5,5,5,4.9,3.8,3.73,4.52,4.26
43,4016,3,5,5,5,5,5,3,3,3,5,3,3,3,5,3,5,5,5,5,5,4,3,3,2,2,4,4,4,2,2,3,5,5,5,4,5,4,4,4,4,5,3,5,5,5,5,5,4.2,4.2,3,4.57,4.17
44,4017,4,4,3,5,5,5,4,4,4,4,2,3,3,1,5,4,4,5,4,5,5,5,1,4,2,1,5,5,3,3,3,4,4,5,5,5,4,3,4,5,5,5,5,5,5,5,5,4.2,3.6,3.36,4.64,4.11
45,4018,4,3,4,2,2,3,3,3,4,5,4,2,3,3,4,3,3,2,2,2,1,1,1,1,1,1,1,1,3,3,4,4,4,4,4,4,5,4,2,4,4,4,3,4,4,4,4,3.3,2.8,1.64,3.87,3.16
46,4019,3,3,3,2,3,3,2,3,2,2,3,3,3,3,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,1,2,5,5,5,5,5,4,5,3,5,5,4,4,5,2,2,5,2.6,2.7,1.91,4.29,3.28
47,4020,5,3,4,1,3,3,3,2,3,3,3,2,3,2,3,5,3,3,5,2,1,1,1,1,1,1,1,1,2,2,2,4,4,4,4,3,4,3,3,3,5,4,4,4,5,5,5,3,3.1,1.27,4.02,3.2
48,4021,2,2,4,3,3,1,1,1,1,3,2,2,1,3,3,3,1,3,2,3,1,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,4,3,3,4,3,4,4,5,5,5,2.1,2.3,1.09,3.95,2.83
49,4023,4,4,3,3,3,3,3,3,3,4,4,4,5,5,5,5,4,3,3,3,5,5,2,3,3,4,2,4,3,3,3,5,5,5,5,5,5,5,5,5,5,5,2,4,5,4,5,3.3,4.1,3.36,4.67,4.13
50,4024,4,4,4,4,4,4,4,4,5,5,3,3,4,5,3,3,3,3,5,4,4,5,4,4,3,3,3,3,3,3,3,4,4,4,4,5,5,4,3,4,4,5,3,4,5,5,5,4.2,3.6,3.45,4.26,3.95
51,4025,5,5,5,5,3,3,3,5,5,5,3,3,4,4,1,2,2,2,2,5,2,5,2,2,2,2,2,4,3,3,2,4,4,4,4,4,4,4,3,3,3,4,5,5,4,5,5,4.4,2.8,2.64,4.08,3.56
52,4027,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,2,3,3,3,3,2,2,2,2,4,2,2,3,4,4,4,4,4,4,4,3,4,4,4,3,2,5,5,5,3,3.1,2.55,3.94,3.38
53,4028,5,5,4,3,5,3,3,2,2,5,3,3,5,2,5,5,4,4,3,4,1,2,1,2,1,1,2,3,2,2,2,4,3,3,4,4,4,2,2,3,3,2,1,4,5,5,5,3.7,3.8,1.73,3.38,3.26
54,4031,2,4,5,5,4,4,4,5,3,4,3,3,5,3,1,5,4,3,5,5,3,5,2,3,2,2,3,2,3,3,3,5,4,4,5,5,4,5,5,5,4,5,5,5,5,5,5,4,3.7,2.82,4.76,4.08
55,4032,3,3,4,4,3,3,3,3,3,2,1,5,3,4,5,4,3,3,1,1,4,4,5,4,4,4,4,4,1,3,2,4,4,4,3,4,4,3,2,2,2,4,4,2,5,2,1,3.1,3,3.55,3.12,3.16
56,4035,3,3,4,3,3,3,3,2,3,5,3,2,2,3,4,4,4,2,2,2,3,3,2,3,2,3,3,4,3,3,3,3,4,4,4,4,4,3,3,4,3,4,2,4,5,5,5,3.2,2.8,2.91,3.82,3.34
57,4036,3,3,3,3,3,3,3,3,3,3,2,2,5,2,3,4,4,1,3,3,3,3,2,2,3,1,1,1,3,3,3,4,4,4,4,4,4,4,1,3,4,4,1,4,3,3,3,3,2.9,2.27,3.36,3.02
58,4040,3,3,3,3,3,3,3,3,3,3,1,2,1,4,1,3,3,2,1,1,3,1,1,1,2,1,1,1,1,1,1,3,4,3,4,3,3,3,2,4,3,3,2,4,3,2,3,3,1.9,1.27,3.05,2.47
59,4041,3,3,3,3,3,3,3,3,3,3,1,2,4,3,4,3,2,2,1,5,3,3,2,2,2,3,2,2,3,3,5,4,5,5,4,5,5,3,5,5,5,5,5,4,5,5,4,3,2.7,2.73,4.63,3.62
60,4043,2,2,4,3,3,3,1,2,2,3,1,2,1,3,4,2,1,2,2,1,1,2,3,1,2,2,1,1,1,1,1,4,4,4,4,4,4,4,3,3,3,4,4,2,5,3,3,2.5,1.9,1.45,3.62,2.69
61,4044,3,3,3,3,4,3,3,4,3,5,2,1,4,1,1,2,2,2,2,1,2,3,2,1,1,2,2,1,1,1,1,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,2,3.4,1.8,1.55,3.69,2.82
62,4046,4,4,4,5,4,4,2,4,4,4,5,3,5,4,3,4,3,1,3,3,4,3,3,3,4,3,2,3,3,3,2,4,4,4,4,3,4,3,2,2,3,4,3,3,3,4,3,3.9,3.4,3,3.31,3.36
63,4047,5,5,5,5,5,4,5,5,5,3,3,3,5,5,4,3,3,4,3,1,2,5,4,5,5,5,4,4,2,2,4,4,4,4,5,5,5,5,5,5,5,4,1,4,5,5,5,4.7,3.4,3.82,4.42,4.1
64,4049,3,3,3,4,1,3,3,4,3,3,2,2,3,3,3,3,3,2,4,4,3,4,2,3,3,1,2,3,1,2,2,4,5,5,4,4,4,3,2,3,4,3,2,5,4,4,4,3,2.9,2.36,3.75,3.21
65,4050,3,2,1,1,1,1,1,4,2,3,1,2,3,1,3,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,3,4,4,2,3,3,4,1,2,2,2,3,1.9,1.9,1,2.98,2.24
66,4052,2,3,3,3,2,3,3,3,5,4,2,2,5,2,2,3,3,3,2,3,1,3,3,2,2,1,1,2,3,3,3,4,4,4,4,3,4,4,3,4,3,4,3,5,4,4,4,3.1,2.7,2.18,3.82,3.18
67,4053,5,5,5,5,5,2,2,3,3,5,1,2,3,3,3,3,3,3,5,4,2,3,1,1,1,1,1,1,1,1,1,5,4,4,4,4,4,4,3,5,3,4,4,5,5,5,5,4,3,1.27,4.26,3.42
68,4054,4,4,4,5,4,4,4,4,4,3,2,2,3,2,3,5,4,3,2,3,1,2,2,4,2,2,2,2,2,2,2,1,4,4,5,5,5,4,2,4,5,4,4,4,5,5,5,4,2.9,2.09,4.14,3.47
69,4055,5,5,5,5,5,5,5,5,5,5,3,5,5,3,3,4,4,4,5,4,3,3,3,3,4,3,2,3,3,3,2,5,5,5,5,5,4,4,4,5,4,4,4,5,5,5,5,5,4,2.91,4.63,4.24
70,4056,3,5,4,5,5,5,5,5,5,5,4,3,4,3,4,5,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,4,5,4,4,4,4,4,4,5,2,5,4,3,2,4.7,3.6,2.91,3.86,3.75
71,4057,3,3,3,2,3,3,2,3,3,1,3,1,2,1,1,1,3,1,1,1,1,2,1,3,2,2,1,1,1,1,1,4,4,5,4,4,4,5,4,3,3,4,2,2,2,2,2,2.6,1.5,1.45,3.34,2.47
72,4058,5,5,5,5,5,5,5,5,5,5,3,4,3,5,1,2,3,3,3,4,3,4,1,3,1,4,1,1,2,2,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,4,2,5,3.1,2.36,3.3,3.32
73,4059,4,4,4,4,4,3,4,4,4,4,2,2,1,2,1,3,3,1,2,4,1,1,1,1,1,1,3,1,1,1,1,4,4,4,4,3,4,4,2,3,3,4,1,4,3,4,3,3.9,2.1,1.18,3.37,2.76
74,4060,3,3,2,2,3,3,3,1,3,2,3,2,2,3,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,3,3,3,4,1,5,1,2,4,2.5,1.8,1.09,3.3,2.46
75,4061,3,2,3,1,2,2,2,3,3,1,1,2,1,1,2,2,2,2,2,3,1,1,1,1,2,1,1,1,2,2,2,4,4,4,4,4,4,3,2,2,2,4,2,4,3,1,1,2.2,1.8,1.36,2.98,2.32
76,4062,4,4,4,4,3,3,3,4,4,4,1,3,3,3,1,3,3,3,4,2,2,2,1,2,2,2,1,2,1,1,1,4,4,3,5,4,4,3,4,2,4,4,2,4,5,5,4,3.7,2.6,1.55,3.82,3.12
77,4100,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,3,3,1,4,2,2,1,5,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,1,2.4,1.64,3.6,2.64
78,4105,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,1,1,2,2,2,1,2,1,1,1.7,1,1.63,1.46
79,4112,3,3,3,3,3,3,2,3,3,3,3,3,3,5,4,2,4,3,3,4,3,2,2,2,3,3,3,2,3,1,1,3,3,3,3,4,4,3,3,3,4,4,4,4,5,5,5,2.9,3.4,2.27,3.77,3.32
80,4212,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,3,4,3,1,3,1,1,1,1,1,1,1.1,1.3,1,1.79,1.45
81,4215,4,3,5,3,3,3,3,3,3,3,4,3,3,5,5,1,1,2,2,4,1,1,1,1,1,1,1,1,2,2,1,5,5,5,4,4,5,3,2,4,4,4,4,4,3,3,3,3.3,3,1.18,3.86,3.13
82,4310,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,2,2,3,3,2,2,2,2,2,2,3,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,4,3,3.2,2.27,4.07,3.42
83,4317,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,3,3,4,3,1,3,2,2,3,3,3,1,1,3,1,1,3,1.8,1.09,2.29,2.06
84,4331,3,3,3,1,1,1,1,2,3,3,3,3,3,3,1,4,3,2,2,3,2,1,2,1,2,1,1,2,1,1,1,4,4,4,4,4,3,3,3,2,4,4,1,5,3,3,5,2.1,2.7,1.36,3.5,2.77
85,4332,2,2,4,1,3,3,3,3,3,3,3,3,1,2,3,3,3,3,1,1,2,1,2,2,2,2,1,1,1,1,1,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,2.7,2.3,1.45,3.88,2.93
86,4502,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,3,3,2.09,3.74,3.19
87,4504,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,4,3,4,4,3,4,4,4,3,1.5,1,3.69,2.61
88,4602,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,3,3,4,2,2,3,2,3,1,1.3,1,3.17,2.06
89,4604,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,5,3,5,4,1,3,2,2,2,1,1,1,1,1,2,4,4,4,4,2,4,4,2,4,3,4,1,2,2,3,2,5,4.3,1.55,3.04,3.36
90,4615,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,4,3,3,2,2,4,3,2,2,2,2,2,3,3,3,3,4,4,4,5,5,4,4,3,4,4,4,2,2,2,3,4,3,2.6,2.64,3.6,3.11
91,4630,3,2,3,1,3,3,3,3,3,3,1,3,1,2,1,2,1,3,3,5,2,2,2,2,2,2,2,2,1,3,2,4,4,5,5,4,4,5,5,3,5,4,4,5,5,4,5,2.7,2.2,2,4.44,3.25
92,4800,3,4,3,2,3,3,3,2,3,3,4,3,3,3,1,3,4,5,5,3,2,3,2,2,2,2,2,2,2,2,2,2,2,5,4,2,4,2,2,2,3,3,2,4,5,4,4,2.9,3.4,2.09,3.14,3
93,5100,5,5,5,5,5,5,5,4,3,5,3,2,4,2,4,5,4,4,4,5,3,3,2,1,3,2,2,2,1,1,1,4,4,4,5,4,4,3,3,3,3,4,5,4,4,4,4,4.7,3.7,1.91,3.88,3.62
94,5101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,1,1,2,3,3,4,2,3,4,2,2,1,1.1,1,2.87,1.88
95,5102,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,4,3,3,3,3,4,2,2,4,1,2,1.1,1.4,1,3.04,2.04
96,5103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,1,3,2,1,3,4,2,2,2,1,1,1,1,1,2.54,1.7
97,5104,2,2,3,3,3,3,3,2,1,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,4,3,1,3,4,4,4,2,4,3,3,2.5,1.2,1,3.31,2.3
98,5105,3,3,1,2,2,2,2,2,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,1,2,1,2,1,3,4,2,3,2,3,2.2,1.1,1,2.63,1.92
99,5106,3,3,4,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,3,3,1,3,1,1,1,1,1,1,1,1,1,4,4,4,4,3,4,3,3,3,3,4,4,4,5,3,2,3.1,1.7,1.18,3.57,2.65
100,5107,2,2,3,1,2,3,2,3,1,3,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,2,1,2,1,3,3,2,2,2,2,2.2,1.4,1,2.37,1.88
101,5108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,1,3,1,3,1,1,2,4,1,5,2,1,1,1,2.62,1.74
102,5109,1,1,1,1,2,2,2,2,1,3,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,3,3,2,1,1,4,2,2,2,1,4,1,1.6,1.3,1,2.54,1.86
103,5110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,4,4,4,4,3,4,2,3,3,3,4,3,2,3,4,4,1,1.1,1.09,3.37,2.12
104,5111,1,1,1,3,2,2,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,1,1,2,3,3,4,3,2,2,2,3,1.8,1.1,1,2.81,1.95
105,5112,3,3,3,3,3,3,3,2,3,3,3,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,3,3,4,4,4,4,3,3,4,3,4,2.9,1.5,1.09,3.68,2.61
106,5113,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,1,3,4,4,4,4,2,4,4,4,3,3,1.1,1.09,3.56,2.47
107,5114,2,2,3,3,1,3,3,3,3,3,1,2,1,1,3,1,3,2,2,3,2,2,2,2,2,2,2,2,2,2,1,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,2.6,1.9,1.91,3.69,2.81
108,5115,3,3,4,3,2,3,3,2,3,2,1,3,1,1,1,2,2,2,2,2,1,2,3,2,2,1,1,1,1,1,1,4,3,3,4,4,4,3,2,3,4,4,4,4,4,3,3,2.8,1.7,1.45,3.51,2.62
109,5116,3,3,4,1,3,3,3,2,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,4,4,1,4,3,4,4,2,4,3,4,3,2.8,1.3,1,3.43,2.42
110,5117,3,2,3,2,3,3,3,2,3,3,2,2,2,2,1,1,3,1,1,2,1,3,2,2,1,1,1,1,2,1,1,4,4,3,4,4,4,3,3,3,3,4,3,2,4,4,4,2.7,1.7,1.45,3.5,2.61
111,5118,3,1,3,3,3,3,3,3,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,2,4,4,4,4,4,5,5,5,2.4,1.3,1,4.02,2.63
112,5171,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,4,4,4,4,2,2,3,3,4,3,1.1,1,3.54,2.44
113,5172,5,5,5,5,5,5,5,5,5,5,4,4,2,2,3,3,5,2,2,3,3,2,3,3,2,1,2,3,1,1,2,4,4,4,4,4,5,5,2,3,4,4,4,4,4,4,4,5,3,2.09,3.94,3.54
114,5173,1,1,1,1,2,3,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,2,3,2,1,3,4,1,2,1,3,2,1.6,1.1,1,2.61,1.84
